"id","name","unit_price","stock","brand_name"
1751,LED TV 42 inch,781.33,445,ComfortSit
1752,Water Bottle,979.44,226,GreenLeaf
1753,Desk Chair Model 677,504.15,300,ComfortSit
1754,Organic Apple Model 531,55.62,490,HealthPlus
1755,Organic Apple Model 612,603.24,342,GreenLeaf
1756,Coffee Beans 1kg,234.59,107,ElectroVision
1757,Desk Chair,193.42,112,FreshFarms
1758,Water Bottle,936.06,477,ComfortSit
1759,Smartphone,553.99,52,TechNova
1760,Desk Chair Model 796,184.88,231,GreenLeaf
1761,Notebook,49.30,383,TechNova
1762,Bluetooth Headphones,745.17,144,TechNova
1763,Notebook Model 651,663.65,26,ComfortSit
1764,Backpack,20.61,268,FreshFarms
1765,Water Bottle Model 518,339.44,293,SprintPro
1766,LED TV 42 inch,948.94,384,SoundMax
1767,Desk Chair,375.74,267,ElectroVision
1768,Notebook Model 668,885.77,99,ComfortSit
1769,Running Shoes Model 130,13.81,254,GreenLeaf
1770,Smartphone,778.21,350,BeanBrew
1771,Water Bottle,603.47,264,HomeEase
1772,LED TV 42 inch Model 130,25.88,106,GreenLeaf
1773,Smartphone,71.42,288,TechNova
1774,Backpack Model 567,511.11,497,SprintPro
1775,Notebook,228.66,23,SprintPro
1776,Organic Apple Model 569,742.97,356,ElectroVision
1777,Backpack,317.90,68,TechNova
1778,Bluetooth Headphones,146.33,337,TechNova
1779,Backpack,243.56,175,HealthPlus
1780,LED TV 42 inch Model 717,304.58,464,SprintPro
1781,Backpack,693.27,56,SprintPro
1782,LED TV 42 inch Model 165,972.35,448,SprintPro
1783,Organic Apple,757.15,473,HealthPlus
1784,Notebook,640.99,302,HealthPlus
1785,Backpack,436.76,215,SprintPro
1786,Desk Chair,247.50,315,BeanBrew
1787,Coffee Beans 1kg Model 384,141.40,15,GreenLeaf
1788,Running Shoes,799.14,232,FreshFarms
1789,LED TV 42 inch,771.37,36,ComfortSit
1790,Water Bottle,580.94,135,FreshFarms
1791,Notebook Model 482,179.62,487,SoundMax
1792,Bluetooth Headphones Model 406,18.99,262,BeanBrew
1793,Notebook,300.46,312,GreenLeaf
1794,Water Bottle,28.50,437,ComfortSit
1795,LED TV 42 inch,117.04,112,BeanBrew
1796,Coffee Beans 1kg,279.20,316,GreenLeaf
1797,Coffee Beans 1kg,562.85,268,TechNova
1798,Desk Chair Model 970,192.01,271,SoundMax
1799,Bluetooth Headphones,82.31,84,TechNova
1800,Desk Chair,18.64,265,SoundMax
1801,Bluetooth Headphones Model 866,975.00,397,FreshFarms
1802,Coffee Beans 1kg Model 768,475.39,429,BeanBrew
1803,Desk Chair,502.29,420,FreshFarms
1804,Desk Chair,487.18,359,GreenLeaf
1805,Organic Apple Model 347,959.76,130,FreshFarms
1806,Desk Chair,369.81,271,ComfortSit
1807,LED TV 42 inch,690.62,61,GreenLeaf
1808,LED TV 42 inch,239.22,201,ComfortSit
1809,LED TV 42 inch,545.43,182,TechNova
1810,Bluetooth Headphones Model 817,994.77,119,TechNova
1811,Backpack,244.44,317,ComfortSit
1812,Water Bottle,101.63,16,GreenLeaf
1813,Water Bottle,80.88,351,HealthPlus
1814,Notebook,8.80,112,ComfortSit
1815,Coffee Beans 1kg,616.30,272,BeanBrew
1816,Desk Chair Model 715,69.15,423,TechNova
1817,Backpack,448.15,78,ComfortSit
1818,LED TV 42 inch,302.11,305,BeanBrew
1819,Running Shoes Model 670,793.61,384,SoundMax
1820,LED TV 42 inch,243.92,64,GreenLeaf
1821,LED TV 42 inch Model 616,40.85,267,ElectroVision
1822,Coffee Beans 1kg,370.51,80,TechNova
1823,Desk Chair Model 883,745.03,139,ElectroVision
1824,Desk Chair,914.37,411,HealthPlus
1825,Backpack,395.28,299,FreshFarms
1826,LED TV 42 inch Model 403,759.22,152,ComfortSit
1827,Smartphone,10.67,352,SoundMax
1828,Running Shoes,650.18,260,HealthPlus
1829,Smartphone,798.72,447,HomeEase
1830,Coffee Beans 1kg Model 248,701.83,439,GreenLeaf
1831,Organic Apple Model 210,747.65,447,ElectroVision
1832,Notebook Model 406,51.14,61,FreshFarms
1833,Water Bottle,218.76,238,BeanBrew
1834,Coffee Beans 1kg Model 252,810.06,428,SoundMax
1835,Water Bottle,892.36,160,SoundMax
1836,Running Shoes,779.16,206,SoundMax
1837,Desk Chair,982.95,142,SoundMax
1838,Organic Apple,52.89,450,BeanBrew
1839,Desk Chair Model 785,109.13,36,ComfortSit
1840,Desk Chair,72.71,281,SoundMax
1841,Coffee Beans 1kg Model 779,837.48,396,ElectroVision
1842,Desk Chair,857.99,15,BeanBrew
1843,Backpack,571.11,33,SprintPro
1844,Smartphone,597.29,478,HomeEase
1845,Water Bottle Model 456,458.03,238,HealthPlus
1846,Notebook Model 154,929.82,8,TechNova
1847,Desk Chair Model 293,554.34,393,HealthPlus
1848,Backpack Model 556,693.67,320,BeanBrew
1849,Running Shoes Model 962,983.37,78,ComfortSit
1850,Desk Chair,375.74,29,SprintPro
1851,Smartphone Model 411,908.55,125,HealthPlus
1852,Notebook Model 835,962.94,162,SoundMax
1853,Desk Chair,626.48,333,TechNova
1854,Notebook,877.44,430,FreshFarms
1855,LED TV 42 inch,43.72,337,SprintPro
1856,Bluetooth Headphones Model 473,834.69,458,TechNova
1857,Running Shoes,765.50,198,TechNova
1858,Water Bottle,302.23,157,TechNova
1859,Desk Chair,916.36,399,SoundMax
1860,Running Shoes Model 121,825.58,137,TechNova
1861,Coffee Beans 1kg,132.78,289,SoundMax
1862,Water Bottle Model 522,245.62,344,ComfortSit
1863,Running Shoes Model 157,446.26,61,TechNova
1864,Notebook Model 404,862.06,70,FreshFarms
1865,Desk Chair,64.64,206,ComfortSit
1866,LED TV 42 inch,646.86,192,SprintPro
1867,Running Shoes,267.20,457,HealthPlus
1868,Backpack Model 956,677.70,236,SprintPro
1869,Coffee Beans 1kg Model 895,731.08,412,FreshFarms
1870,Notebook,766.12,113,ElectroVision
1871,Smartphone,653.50,113,SoundMax
1872,Coffee Beans 1kg,891.39,56,ComfortSit
1873,Smartphone,940.21,17,HomeEase
1874,Backpack,710.69,495,FreshFarms
1875,Organic Apple,556.41,340,SoundMax
1876,LED TV 42 inch,204.19,57,GreenLeaf
1877,Coffee Beans 1kg,596.43,249,HomeEase
1878,Notebook,341.86,108,ElectroVision
1879,Smartphone,1000.00,224,ElectroVision
1880,Water Bottle Model 549,250.53,22,ElectroVision
1881,Backpack,222.19,339,ComfortSit
1882,Smartphone,248.18,283,ComfortSit
1883,Smartphone,855.54,380,SprintPro
1884,Notebook,834.11,386,HomeEase
1885,LED TV 42 inch Model 569,798.93,245,SoundMax
1886,Desk Chair,887.25,77,FreshFarms
1887,Backpack,441.75,394,BeanBrew
1888,Running Shoes,904.56,323,SprintPro
1889,Water Bottle,915.07,303,BeanBrew
1890,Organic Apple,768.78,421,TechNova
1891,LED TV 42 inch,895.15,136,ComfortSit
1892,Bluetooth Headphones Model 896,238.88,188,ElectroVision
1893,Water Bottle,81.77,458,FreshFarms
1894,LED TV 42 inch,329.41,38,ComfortSit
1895,Backpack Model 418,315.97,168,ComfortSit
1896,Organic Apple,992.10,345,ElectroVision
1897,Bluetooth Headphones,274.22,336,BeanBrew
1898,Desk Chair Model 142,545.57,458,ComfortSit
1899,Smartphone Model 860,879.17,101,TechNova
1900,Running Shoes,242.08,408,FreshFarms
1901,LED TV 42 inch,836.37,193,ElectroVision
1902,LED TV 42 inch Model 369,431.33,399,FreshFarms
1903,Running Shoes,54.06,464,GreenLeaf
1904,Organic Apple,930.23,89,HealthPlus
1905,Notebook Model 160,588.88,384,HomeEase
1906,Bluetooth Headphones,196.73,121,SprintPro
1907,LED TV 42 inch,5.59,237,BeanBrew
1908,Notebook,1.48,175,ElectroVision
1909,Smartphone,481.35,355,HomeEase
1910,Smartphone,483.70,27,TechNova
1911,Running Shoes,499.83,94,FreshFarms
1912,Desk Chair,617.75,103,SprintPro
1913,Coffee Beans 1kg,942.91,75,SprintPro
1914,Notebook,539.22,49,SprintPro
1915,Backpack,615.67,44,ComfortSit
1916,Backpack,501.62,39,HealthPlus
1917,Backpack,369.76,241,TechNova
1918,LED TV 42 inch,635.83,266,TechNova
1919,Backpack,193.29,292,ComfortSit
1920,Coffee Beans 1kg Model 176,574.10,58,FreshFarms
1921,Coffee Beans 1kg Model 723,855.08,345,HealthPlus
1922,Water Bottle,865.05,167,SprintPro
1923,Coffee Beans 1kg,918.47,402,BeanBrew
1924,Coffee Beans 1kg Model 693,953.40,480,TechNova
1925,LED TV 42 inch,15.36,42,SoundMax
1926,Organic Apple,127.73,153,ComfortSit
1927,Backpack,84.68,358,GreenLeaf
1928,LED TV 42 inch,322.45,346,SoundMax
1929,Backpack,903.94,29,TechNova
1930,Notebook,767.04,283,BeanBrew
1931,Running Shoes Model 721,770.56,488,SoundMax
1932,Water Bottle,189.16,346,HealthPlus
1933,Backpack,21.64,451,HomeEase
1934,Coffee Beans 1kg Model 117,59.99,224,HealthPlus
1935,Water Bottle,845.71,280,BeanBrew
1936,Water Bottle Model 703,874.11,120,GreenLeaf
1937,LED TV 42 inch,585.81,498,SoundMax
1938,LED TV 42 inch Model 563,551.78,249,FreshFarms
1939,Running Shoes Model 180,891.41,201,SoundMax
1940,Running Shoes,811.64,369,HomeEase
1941,Backpack,9.82,419,TechNova
1942,Backpack,948.29,79,ElectroVision
1943,Backpack,655.99,447,BeanBrew
1944,Notebook,926.10,175,GreenLeaf
1945,Running Shoes,909.09,292,BeanBrew
1946,LED TV 42 inch,988.54,397,FreshFarms
1947,Coffee Beans 1kg,522.85,50,GreenLeaf
1948,Notebook,405.14,337,SoundMax
1949,Bluetooth Headphones Model 339,655.16,56,FreshFarms
1950,Coffee Beans 1kg,388.04,193,SprintPro
1951,Desk Chair,799.30,248,GreenLeaf
1952,Desk Chair,861.93,281,SoundMax
1953,Bluetooth Headphones,311.55,220,BeanBrew
1954,LED TV 42 inch,577.50,139,HealthPlus
1955,Coffee Beans 1kg,390.90,223,GreenLeaf
1956,Notebook,439.12,301,HealthPlus
1957,Running Shoes,34.77,20,SprintPro
1958,Running Shoes Model 886,422.83,237,HomeEase
1959,Backpack,316.69,299,TechNova
1960,Coffee Beans 1kg,287.08,320,FreshFarms
1961,Water Bottle,92.86,251,GreenLeaf
1962,Notebook,177.17,39,ElectroVision
1963,Bluetooth Headphones Model 596,849.42,85,FreshFarms
1964,Organic Apple,193.14,81,HomeEase
1965,Water Bottle,771.32,433,SprintPro
1966,Desk Chair Model 105,882.94,266,BeanBrew
1967,LED TV 42 inch,990.05,405,GreenLeaf
1968,Desk Chair,197.45,154,ComfortSit
1969,LED TV 42 inch,923.23,70,HealthPlus
1970,Notebook,483.08,93,SoundMax
1971,Notebook,797.78,293,BeanBrew
1972,Notebook,878.57,429,SoundMax
1973,Organic Apple,876.88,464,HealthPlus
1974,Bluetooth Headphones,292.03,257,BeanBrew
1975,Water Bottle Model 260,327.03,19,GreenLeaf
1976,Notebook,940.09,231,HealthPlus
1977,Bluetooth Headphones,207.29,224,TechNova
1978,Bluetooth Headphones,387.92,460,BeanBrew
1979,Coffee Beans 1kg Model 280,820.95,27,FreshFarms
1980,Smartphone Model 706,93.64,20,SprintPro
1981,Desk Chair,330.25,228,HealthPlus
1982,Desk Chair Model 357,585.74,158,FreshFarms
1983,Notebook,396.87,404,GreenLeaf
1984,Notebook,493.05,154,FreshFarms
1985,Coffee Beans 1kg Model 736,242.72,340,SoundMax
1986,Coffee Beans 1kg,311.55,448,GreenLeaf
1987,Backpack,423.57,236,GreenLeaf
1988,LED TV 42 inch,353.07,337,ElectroVision
1989,LED TV 42 inch Model 687,796.56,173,SoundMax
1990,LED TV 42 inch,716.23,369,ElectroVision
1991,Running Shoes,101.37,115,HealthPlus
1992,Running Shoes,323.48,133,HomeEase
1993,Desk Chair,17.18,10,TechNova
1994,Water Bottle Model 702,525.28,56,ElectroVision
1995,Backpack,417.06,461,BeanBrew
1996,Desk Chair,169.48,107,TechNova
1997,Running Shoes Model 137,311.92,292,FreshFarms
1998,Water Bottle,21.40,369,ElectroVision
1999,Coffee Beans 1kg,385.29,458,GreenLeaf
2000,Bluetooth Headphones,968.80,161,FreshFarms
